0.26191816,104.92029
0.27232257,104.92029
0.2876592,104.92029
0.30719173,106.80505
0.32129422,106.80505
0.33980277,106.39105
0.35411146,106.39105
0.38398266,106.46808
0.39729524,106.46808
0.41364878,106.419556
0.43052572,106.419556
0.4468187,105.06293
0.46483085,105.06293
0.48125273,105.06293
0.49746233,105.31854
0.51291734,105.31854
0.53148335,105.087585
0.54743236,105.087585
0.5636454,105.825745
0.580723,105.825745
0.59584826,105.825745
0.6146409,105.52252
0.63025945,105.52252
0.64685166,104.51459
0.66466475,104.51459
0.680318,104.51459
0.69817656,105.3197
0.7124429,105.3197
0.7294663,105.3197
0.74759537,105.49164
0.76289415,104.28827
0.7798022,104.28827
0.7958252,104.28827
0.8202145,104.342834
0.8308181,104.342834
0.84703976,105.29059
0.8637499,105.29059
0.87951016,105.29059
0.89897186,104.983765
0.9125032,104.983765
0.9334357,106.26532
0.94696194,106.26532
0.9637032,105.42963
0.98036855,105.42963
0.9965509,105.42963
1.0175585,104.53491
1.0297902,104.53491
1.0470414,104.7121
1.0645066,104.7121
1.0801095,104.7121
1.0971941,105.90509
1.1129924,105.90509
1.138236,105.934326
1.1516806,105.934326
1.1647354,104.51514
1.1822407,104.51514
1.1976147,104.51514
1.2195402,104.91913
1.2303158,104.91913
1.2478617,105.24646
1.2652357,105.24646
1.2808206,105.24646
1.2986195,105.16547
1.314163,105.16547
1.3331382,105.62305
1.3472304,105.62305
1.3656653,105.784
1.3815632,105.784
1.3976218,105.784
1.420071,105.23682
1.431682,105.23682
1.4474976,106.80646
1.470662,106.80646
1.4807214,106.80646
1.499186,106.74072
1.5147617,106.74072
1.5317322,107.46826
1.5473409,107.46826
1.5645753,107.30078
1.582158,107.30078
1.5980837,107.30078
1.6164668,107.4621
1.6317723,107.4621
1.6484818,109.7959
1.6662127,109.7959
1.6815567,109.7959
1.6988487,109.98065
1.7186184,109.98065
1.7360032,111.714294
1.7522779,111.714294
1.7647008,113.362976
1.7824094,113.362976
1.798627,113.362976
1.816906,113.396545
1.8318233,113.396545
1.8487698,114.559204
1.8647125,114.559204
1.8815101,114.559204
1.8998742,115.229004
1.9155624,115.229004
1.9320579,116.539
1.9481726,116.539
1.9647741,118.578125
1.9820845,118.578125
1.998573,118.578125
2.0174,118.91272
2.030914,118.91272
2.0475423,119.372986
2.065376,119.372986
2.0808477,119.372986
2.0998821,120.91406
2.1153588,120.91406
2.1330025,123.93652
2.1468396,123.93652
2.164881,124.885925
2.1825256,124.885925
2.1976714,124.885925
2.2168634,125.36621
2.2319584,125.36621
2.2481499,127.282776
2.2642422,127.282776
2.2806945,127.282776
2.3059454,129.25531
2.315028,129.25531
2.3358788,131.31885
2.3499284,131.31885
2.369761,134.18939
2.3838017,134.18939
2.3984613,134.18939
2.418488,136.66217
2.4311578,136.66217
2.4491587,137.36804
2.4662595,137.36804
2.482135,137.36804
2.5014827,138.80273
2.5160143,138.80273
2.5344815,141.2893
2.5482154,141.2893
2.5663047,143.4375
2.582737,143.4375
2.5976949,143.4375
2.6159453,144.75171
2.6329606,144.75171
2.648819,146.62988
2.666337,146.62988
2.68199,146.62988
2.700233,148.30951
2.7147288,148.30951
2.73392,150.10492
2.747853,150.10492
2.7646608,151.42279
2.7832706,151.42279
2.798472,151.42279
2.816715,154.4154
2.8316293,154.4154
2.8567948,157.89636
2.8688982,157.89636
2.8843117,157.80823
2.900744,157.80823
2.9167078,157.80823
2.9339244,159.00781
2.9503448,159.00781
2.966711,161.20453
2.9834177,161.20453
3.0005546,161.20453
3.0180554,163.97601
3.032296,163.97601
3.050515,164.82977
3.066973,164.82977
3.0832207,168.69678
3.099345,168.69678
3.1165988,168.69678
3.1336007,169.20001
3.1498017,169.20001
3.1660752,171.58282
3.1837108,171.58282
3.2002845,171.58282
3.2175856,173.60773
3.2337472,173.60773
3.2513256,173.83105
3.266098,173.83105
3.2840073,175.54968
3.3024213,175.54968
3.3169758,175.54968
3.3340578,177.84613
3.349447,177.84613
3.3672812,178.80103
3.3839588,178.80103
3.3987966,178.80103
3.4179692,179.36755
3.4317768,179.36755
3.4508705,179.62128
3.466685,179.62128
3.4825118,179.62128
3.5000403,181.24725
3.516549,181.24725
3.5329924,182.92554
3.5493631,182.92554
3.5704126,185.70587
3.5839944,185.70587
3.6011517,185.70587
3.6181304,186.85632
3.633131,186.85632
3.6510932,188.74548
3.6669626,188.74548
3.683262,187.89893
3.7017317,187.89893
3.7161746,187.89893
3.7342117,188.33539
3.7504008,188.33539
3.765471,188.57294
3.7833908,188.57294
3.7996435,188.57294
3.8173547,187.85712
3.8337724,187.85712
3.8510451,188.6416
3.8672698,188.6416
3.8833065,188.6416
3.9006484,189.13452
3.9166546,189.13452
3.933342,191.34052
3.9503913,191.34052
3.9671097,190.3161
3.9834187,190.3161
4.0002723,190.3161
4.017745,189.85309
4.0326476,189.85309
4.050833,191.52875
4.0665555,191.52875
4.082663,192.15979
4.101821,193.77386
4.116031,193.77386
4.1337237,191.73914
4.1498485,191.73914
4.167121,192.03333
4.183716,192.03333
4.200629,192.03333
4.218936,189.66272
4.2423344,189.66272
4.2605233,189.89417
4.2698975,189.89417
4.28711,190.77838
4.30424,190.77838
4.318859,190.77838
4.339633,190.22601
4.3525677,190.22601
4.370858,191.12079
4.386534,191.12079
4.4017615,191.12079
4.420251,191.13013
4.4362173,191.13013
4.454936,191.0935
4.469518,191.0935
4.487056,191.15002
4.5049844,191.15002
4.5200915,191.15002
4.5378785,190.98657
4.553015,190.98657
4.56963,190.69714
4.588206,190.69714
4.609472,190.56836
4.621242,190.56836
4.63571,190.56836
4.65679,190.69128
4.6705823,190.69128
4.687424,189.9527
4.70443,189.9527
4.71887,189.9527
4.7380643,189.43622
4.7523627,189.43622
4.7689567,189.04108
4.78658,189.04108
4.80172,189.04108
4.8208423,189.4762
4.8373656,189.4762
4.85513,188.94147
4.8706756,188.94147
4.8873644,188.5055
4.9032927,188.5055
4.918539,188.5055
4.9380183,188.36957
4.9534845,188.36957
4.968933,187.2143
4.986636,187.2143
5.0013995,187.2143
5.020173,186.35138
5.035469,186.35138
5.057931,186.50836
5.070305,186.50836
5.086135,185.69641
