Time,Motion
11.186239,665.7091
11.196363,665.7091
11.224442,665.35846
11.238125,665.35846
11.263464,665.0803
11.276044,665.0803
11.303189,665.23364
11.313479,665.23364
11.343332,665.18854
11.353545,665.18854
11.3828,665.8288
11.395636,665.8288
11.423931,665.8524
11.433744,665.8524
11.462226,666.32916
11.471798,666.32916
11.506372,666.2949
11.516253,666.2949
11.542755,666.2278
11.553071,666.2278
11.581813,665.97864
11.591991,665.97864
11.621885,666.1094
11.631849,666.1094
11.66179,665.76276
11.671347,665.76276
11.701516,665.7323
11.711256,665.7323
11.741935,665.7783
11.751594,665.7783
11.781199,665.37537
11.795223,665.37537
11.822757,665.40173
11.833349,665.40173
11.866303,665.4665
11.877423,665.4665
11.901466,665.09033
11.911345,665.09033
11.942808,665.29724
11.952934,665.29724
11.983057,664.9353
11.994917,664.9353
12.024296,664.2941
12.036936,664.2941
12.061942,664.4236
12.0735655,664.4236
12.103162,664.7258
12.114726,664.7258
12.143561,664.42035
12.154241,664.42035
12.182392,664.1433
12.19182,664.1433
12.223782,664.6793
12.233361,664.6793
12.262095,664.32153
12.271681,664.32153
12.301696,664.10913
12.312384,664.10913
12.342919,664.41846
12.352361,664.41846
12.3817835,663.44836
12.392601,663.44836
12.421288,663.52246
12.431667,663.52246
12.462396,663.3507
12.472486,663.3507
12.501455,664.6069
12.511878,664.6069
12.542087,664.1451
12.551844,664.1451
12.582017,665.80743
12.593864,665.80743
12.622154,665.84607
12.632146,665.84607
12.666156,664.5414
12.676451,664.5414
12.701569,664.83716
12.713876,664.83716
12.744127,665.1979
12.756473,665.1979
12.781575,666.36084
12.791837,666.36084
12.821991,667.27026
12.8325815,667.27026
12.861946,668.1918
12.871386,668.1918
12.902504,669.4529
12.916688,669.4529
12.942118,670.4169
12.953072,670.4169
12.981811,671.41797
12.991468,671.41797
13.022277,671.79724
13.036831,671.79724
13.061921,673.10547
13.07171,673.10547
13.102757,674.4068
13.112649,674.4068
13.142959,674.92365
13.156016,674.92365
13.181841,675.72845
13.193035,675.72845
13.223527,678.8476
13.233331,678.8476
13.262062,678.92725
13.271567,678.92725
13.302188,680.0631
13.31244,680.0631
13.342018,681.87164
13.351721,681.87164
13.383093,682.35645
13.396813,682.35645
13.420974,683.0326
13.431981,683.0326
13.46498,685.04456
13.475282,685.04456
13.501715,686.12787
13.513667,686.12787
13.541826,687.4679
13.55164,687.4679
13.581824,688.27966
13.59169,688.27966
13.6226845,689.00415
13.632779,689.00415
13.661992,689.76984
13.671555,689.76984
13.701309,690.3069
13.712651,690.3069
13.742749,691.00977
13.755788,691.00977
13.781536,692.6188
13.791391,692.6188
13.823392,692.6644
13.834647,692.6644
13.863338,693.2381
13.876843,693.2381
13.9018,693.89526
13.911858,693.89526
13.9443655,694.5481
13.954109,694.5481
13.98107,695.3369
13.990668,695.3369
14.023109,696.23016
14.033481,696.23016
14.065224,697.34534
14.07519,697.34534
14.101935,697.44604
14.112415,697.44604
14.144016,697.94714
14.153595,697.94714
14.18136,697.3036
14.190894,697.3036
14.2221985,698.7223
14.231715,698.7223
14.264435,699.7218
14.276842,699.7218
14.301351,699.6122
14.311637,699.6122
14.3416815,700.3229
14.35274,700.3229
14.381941,700.66626
14.391761,700.66626
14.42122,700.8569
14.431396,700.8569
14.462273,702.0146
14.4723215,702.0146
14.501726,702.8849
14.511661,702.8849
14.54296,703.19104
14.552539,703.19104
14.582233,704.10785
14.5924,704.10785
14.621744,704.9463
14.632056,704.9463
14.662919,705.4083
14.673107,705.4083
14.701209,705.7758
14.711199,705.7758
14.74225,706.08435
14.752178,706.08435
14.78175,706.15625
14.791784,706.15625
14.823539,705.5217
14.833933,705.5217
14.861751,705.44
14.8751955,705.44
14.9016,704.99854
14.911645,704.99854
14.942252,705.04596
14.953957,705.04596
14.98148,705.0149
14.991082,705.0149
15.021308,705.28235
15.031237,705.28235
15.062967,705.42334
15.072426,705.42334
15.101732,705.7849
15.114502,705.7849
15.142459,705.4464
15.152174,705.4464
15.1828165,705.37134
15.192462,705.37134
15.223952,705.6203
15.234482,705.6203
15.264345,705.5038
15.275115,705.5038
15.302694,705.1008
15.312793,705.1008
15.343661,705.13074
15.353417,705.13074
15.382032,704.8424
15.391884,704.8424
15.421667,705.04333
15.435497,705.04333
15.464943,704.6427
15.475806,704.6427
15.501793,704.42065
15.512843,704.42065
15.542272,704.7894
15.552296,704.7894
15.581871,704.60156
15.591958,704.60156
15.623927,703.746
15.633743,703.746
15.662236,703.73895
15.671974,703.73895
15.702829,704.47815
15.712686,704.47815
15.742657,704.61926
15.752149,704.61926
15.782142,703.0841
15.792078,703.0841
15.8229065,703.6229
15.833267,703.6229
15.863348,704.0499
15.87289,704.0499
15.90413,703.92505
15.916176,703.92505
15.941109,703.6029
15.951433,703.6029
15.981785,703.26624
15.991755,703.26624
16.021645,702.6875
16.033705,702.6875
16.063623,702.79724
16.076843,702.79724
16.10633,701.6232
16.118578,701.6232
16.141243,701.67786
16.150488,701.67786
16.181967,701.121
16.194973,701.121
16.221474,701.4621
16.231941,701.4621
16.262611,700.9433
16.272318,700.9433
16.301939,700.85895
16.312227,700.85895
16.343647,700.573
16.353304,700.573
16.381922,700.719
16.392614,700.719
16.422144,701.12695
16.43621,701.12695
16.465864,701.1037
16.475733,701.1037
16.501709,700.65796
16.512049,700.65796
16.542185,700.4522
16.555075,700.4522
16.581503,700.01904
16.593899,700.01904
16.621382,700.13
16.631958,700.13
16.661884,700.09186
16.671785,700.09186
16.70162,700.8651
16.714283,700.8651
16.74271,700.5464
16.752134,700.5464
16.781427,700.5367
16.79593,700.5367
16.821856,700.3494
16.834013,700.3494
16.866587,701.00616
16.87853,701.00616
16.901585,701.0294
16.9118,701.0294
16.942493,700.81384
16.952702,700.81384
16.981628,700.8357
16.991629,700.8357
17.022268,700.2279
17.032934,700.2279
17.062416,700.5907
17.071991,700.5907
17.102064,699.914
17.11247,699.914
17.142773,699.95654
17.157183,699.95654
17.182146,699.90094
17.191902,699.90094
17.22241,699.9614
17.232122,699.9614
17.262138,700.06104
17.272276,700.06104
17.301968,699.7053
17.312122,699.7053
17.343264,699.7175
17.355879,699.7175
17.38257,700.0353
17.392643,700.0353
17.422375,699.8881
17.43495,699.8881
17.46491,699.4921
17.474434,699.4921
17.501568,699.6323
17.514502,699.6323
17.541956,699.2372
17.551987,699.2372
17.581966,699.2432
17.591791,699.2432
17.62127,699.2466
17.632088,699.2466
17.664978,699.2416
17.675955,699.2416
17.708868,699.556
17.718357,699.556
17.743177,699.7174
17.752798,699.7174
17.7816,699.62146
17.795069,699.62146
17.821888,699.6151
17.831844,699.6151
17.8627,699.89124
17.872274,699.89124
17.901497,699.96216
17.913692,699.96216
17.941671,699.8234
17.952206,699.8234
17.981491,699.79785
17.990822,699.79785
18.022083,699.1758
18.032116,699.1758
18.06232,699.4828
18.072414,699.4828
18.102297,699.479
18.113033,699.479
18.141783,699.40137
18.154953,699.40137
18.183353,699.09375
18.193493,699.09375
18.221348,699.2904
18.230764,699.2904
18.26206,699.4739
18.27654,699.4739
18.301926,699.4289
18.312288,699.4289
18.34248,699.3281
18.351995,699.3281
18.384426,699.3809
18.39456,699.3809
18.42155,699.40454
18.43165,699.40454
18.463127,699.7688
18.473541,699.7688
18.503267,699.1038
18.513666,699.1038
18.542233,698.13403
18.552067,698.13403
18.581667,698.38745
18.591696,698.38745
18.621973,698.13525
18.632015,698.13525
18.662035,696.82654
18.673737,696.82654
18.702862,695.98865
18.71279,695.98865
18.742573,694.8508
18.75356,694.8508
18.781042,694.162
18.791557,694.162
18.823988,693.68207
18.838543,693.68207
18.86334,693.6935
18.874056,693.6935
18.902431,693.3644
18.913395,693.3644
18.94234,692.35986
18.953289,692.35986
18.982864,692.7063
18.992832,692.7063
19.023779,692.6223
19.03424,692.6223
19.067635,692.7321
19.079794,692.7321
19.102072,692.3257
19.11437,692.3257
19.1458,691.19824
19.15533,691.19824
19.183853,690.79065
19.197712,690.79065
19.222412,690.5967
19.232288,690.5967
19.2634,690.44885
19.276382,690.44885
19.304197,689.85767
19.314352,689.85767
19.344294,689.4783
19.354439,689.4783
19.383541,688.91345
19.3941,688.91345
19.424204,688.84814
19.436178,688.84814
19.46177,687.68677
19.471468,687.68677
19.50174,686.97406
19.512209,686.97406
19.54243,686.59656
19.555653,686.59656
19.582409,686.4471
19.593767,686.4471
19.622866,685.3684
19.633204,685.3684
19.664581,684.78125
19.675827,684.78125
19.702673,684.5846
19.717731,684.5846
19.743065,683.7557
19.758009,683.7557
19.782417,683.57263
19.7949,683.57263
19.821552,683.1747
19.832914,683.1747
19.86227,682.7626
19.871815,682.7626
19.90148,682.3717
19.911045,682.3717
19.943338,681.84155
19.956356,681.84155
19.981459,681.62067
19.991095,681.62067
20.022877,679.9254
20.032635,679.9254
20.062962,679.896
20.072853,679.896
20.10432,680.1548
20.116224,680.1548
20.143192,679.32007
20.156324,679.32007
20.182024,678.2554
20.191675,678.2554
20.225029,678.0748
20.235153,678.0748
20.263636,678.3942
20.27959,678.3942
20.302189,678.2841
20.313421,678.2841
20.343248,677.93463
20.352901,677.93463
20.381914,677.5137
20.39165,677.5137
20.425978,678.208
20.435886,678.208
20.462332,678.2483
20.472387,678.2483
20.50249,677.91406
20.512682,677.91406
20.542027,677.4337
20.551992,677.4337
20.6,676.9141
20.64,676.47174
20.67803,677.17554
20.688211,677.17554
20.720778,676.8539
20.742449,675.973
20.752226,675.973
20.78147,676.03394
20.794579,676.03394
20.824497,675.79297
20.838419,675.79297
20.86216,675.3663
20.8717,675.3663
20.9025,675.7101
20.912727,675.7101
20.941381,675.4397
20.955162,675.4397
20.982464,675.11206
20.992535,675.11206
21.022165,674.93005
21.035292,674.93005
21.062653,674.8822
21.07211,674.8822
21.101414,674.72156
21.111647,674.72156
21.145058,673.83203
21.154434,673.83203
21.181334,673.2947
21.190792,673.2947
21.223032,673.2158
21.232527,673.2158
21.262499,672.8594
21.27221,672.8594
21.30208,672.619
21.312593,672.619
21.342117,672.5515
21.355467,672.5515
21.38229,672.2943
21.392189,672.2943
21.421772,672.06116
21.43537,672.06116
21.46221,671.6747
21.472214,671.6747
21.50187,671.5056
21.511934,671.5056
21.542469,671.4214
21.552666,671.4214
21.582579,671.0354
21.594269,671.0354
21.622128,670.72864
21.63223,670.72864
21.662153,670.7261
21.672495,670.7261
21.70187,671.0199
21.711775,671.0199
21.742065,670.4146
21.7521,670.4146
21.782312,670.19653
21.792435,670.19653
21.822536,670.25366
21.83252,670.25366
21.86153,671.08545
21.871424,671.08545
21.901688,670.99316
21.912024,670.99316
21.941889,671.04565
21.952076,671.04565
21.98146,670.9442
21.990898,670.9442
22.023106,671.104
22.032984,671.104
22.07215,671.1222
22.10246,671.31104
22.114832,671.31104
22.143965,671.1704
22.156887,671.1704
22.181665,671.2668
22.191256,671.2668
22.221876,671.16034
22.23245,671.16034
22.263044,670.80066
22.272888,670.80066
22.302399,670.1875
22.315714,670.1875
22.344425,668.65063
22.354332,668.65063
22.384014,668.4155
22.397802,668.4155
22.42165,670.4631
22.434427,670.4631
22.46178,670.08875
22.471762,670.08875
22.501389,669.21027
22.511429,669.21027
22.541718,669.72107
22.551384,669.72107
22.582724,668.1056
22.594635,668.1056
22.62164,668.01794
22.636786,668.01794
22.663193,668.2776
22.67346,668.2776
22.70076,668.3307
22.711048,668.3307
22.7427,668.02234
22.756477,668.02234
22.783136,668.84595
22.793072,668.84595
22.825178,667.183
22.835403,667.183
22.863218,668.10486
22.875772,668.10486
22.901358,667.6064
22.911192,667.6064
22.941801,667.61993
22.952206,667.61993
22.98132,667.4636
22.995098,667.4636
23.021223,667.11194
23.031248,667.11194
23.0622,667.29004
23.071785,667.29004
23.101738,667.3032
23.11175,667.3032
23.142067,666.7289
23.152294,666.7289
23.185402,666.8934
23.197878,666.8934
23.222912,665.4076
23.23275,665.4076
23.261654,665.75726
23.271555,665.75726
23.302221,667.44885
23.312885,667.44885
23.34237,668.83026
23.351934,668.83026
23.384533,668.28674
23.39536,668.28674
23.42136,669.7073
23.431927,669.7073
23.46593,669.58374
23.476011,669.58374
23.501461,670.0562
23.514774,670.0562
23.542978,670.92194
23.557648,670.92194
23.580782,671.0657
23.590872,671.0657
23.621649,670.3447
23.632322,670.3447
23.661604,670.3701
23.671236,670.3701
23.70158,670.01416
23.713871,670.01416
23.743078,670.699
23.754406,670.699
23.781595,670.2931
23.794725,670.2931
23.821672,670.43976
23.831963,670.43976
23.862791,670.9414
23.875715,670.9414
23.901545,671.1273
23.911764,671.1273
23.94146,670.6963
23.951597,670.6963
23.981136,670.4934
23.99045,670.4934
24.02134,671.01
24.031214,671.01
24.062052,671.00525
24.071653,671.00525
24.10229,670.93994
24.112421,670.93994
24.141573,670.9529
24.15259,670.9529
24.182077,670.84827
24.19159,670.84827
24.22193,670.5525
24.231564,670.5525
24.262596,671.8507
24.272388,671.8507
24.301832,670.2446
24.311913,670.2446
24.342985,672.0107
24.352594,672.0107
24.382608,670.2672
24.39273,670.2672
24.422817,672.16144
24.43291,672.16144
24.461258,671.67505
24.47624,671.67505
24.501793,671.9392
24.512299,671.9392
24.543074,672.11694
24.552948,672.11694
24.581247,672.6731
24.59444,672.6731
24.621859,672.743
24.63253,672.743
24.663496,671.51904
24.67666,671.51904
24.70194,671.62854
24.712011,671.62854
24.742811,671.71136
24.752838,671.71136
24.781109,672.27893
24.790775,672.27893
24.826368,672.6509
24.83597,672.6509
24.863943,674.0631
24.873634,674.0631
24.9017,674.60736
24.911608,674.60736
24.942112,674.99817
24.952408,674.99817
24.981882,674.4468
24.991972,674.4468
25.021723,675.8638
25.032907,675.8638
25.064741,676.7621
25.07435,676.7621
25.101442,677.8611
25.11468,677.8611
25.141468,678.4169
25.154852,678.4169
25.181715,679.5005
25.191216,679.5005
25.22464,686.1178
25.235397,686.1178
25.263184,685.9719
25.278042,685.9719
25.30372,684.74927
25.319052,684.74927
25.344318,687.0503
25.357653,687.0503
25.382065,683.6839
25.393003,683.6839
25.422922,685.9995
25.436954,685.9995
25.462185,687.06274
25.471811,687.06274
25.502296,687.59094
25.512112,687.59094
25.54295,688.2987
25.553127,688.2987
25.581934,691.64087
25.592005,691.64087
25.612722,691.64087
25.634586,690.8544
25.644844,690.8544
25.676842,691.84485
25.701206,694.1206
25.710888,694.1206
25.742449,694.3524
25.752487,694.3524
25.78118,694.8168
25.791204,694.8168
25.822245,695.52344
25.837502,695.52344
25.863445,695.386
25.873608,695.386
25.901407,696.3054
25.9113,696.3054
25.941967,696.484
25.952223,696.484
25.981283,697.1394
25.991339,697.1394
26.022264,698.268
26.033567,698.268
26.062443,699.0648
26.075888,699.0648
26.102,699.3418
26.112127,699.3418
26.14381,700.1218
26.153543,700.1218
26.181261,700.0267
26.1911,700.0267
26.222155,700.1044
26.232443,700.1044
26.263464,700.77954
26.274883,700.77954
26.301426,701.6643
26.311565,701.6643
26.343105,704.24963
26.353136,704.24963
26.382563,705.3428
26.39311,705.3428
26.420837,705.7837
26.431467,705.7837
26.463728,707.1682
26.475302,707.1682
26.50166,706.3997
26.514008,706.3997
26.542782,706.92755
26.55261,706.92755
26.582222,706.35815
26.596144,706.35815
26.622025,706.4342
26.633196,706.4342
26.662367,705.74445
26.671867,705.74445
26.701502,706.0658
26.71256,706.0658
26.74187,706.5028
26.75223,706.5028
26.782352,707.6797
26.792366,707.6797
26.821432,709.67365
26.831627,709.67365
26.86322,710.6229
26.872671,710.6229
26.901556,710.71216
26.911898,710.71216
26.941244,711.6118
26.951717,711.6118
26.98125,711.5836
26.99152,711.5836
27.021244,712.51465
27.032997,712.51465
27.062004,711.11194
27.073656,711.11194
27.101236,711.17114
27.111517,711.17114
27.14225,710.0083
27.1554,710.0083
27.182104,710.4241
27.191683,710.4241
27.222427,711.1719
27.23238,711.1719
27.26547,711.4302
27.279156,711.4302
27.301981,711.7203
27.312344,711.7203
27.342468,712.0056
27.35209,712.0056
27.381819,712.2477
27.39174,712.2477
27.42241,710.9042
27.432888,710.9042
27.46197,711.68494
27.471731,711.68494
27.501242,711.37854
27.51231,711.37854
27.54214,711.1452
27.551626,711.1452
27.582354,710.8801
27.592382,710.8801
27.621717,711.0602
27.635237,711.0602
27.662033,710.7816
27.671589,710.7816
27.702187,709.7642
27.712025,709.7642
27.741732,709.50024
27.751944,709.50024
27.783018,710.52783
27.792868,710.52783
27.826704,710.1814
27.836334,710.1814
27.862724,709.8467
27.876083,709.8467
27.901237,710.835
27.911085,710.835
27.942413,709.3296
27.952774,709.3296
27.981453,709.371
27.991177,709.371
28.02244,709.76715
28.033138,709.76715
28.062243,709.5389
28.072012,709.5389
28.104095,709.97986
28.114178,709.97986
28.1412,710.18713
28.150919,710.18713
28.187376,709.92004
28.200544,709.92004
28.229034,709.97205
28.26174,709.75946
28.274948,709.75946
28.301907,709.702
28.311987,709.702
28.343431,709.8126
28.35374,709.8126
28.382366,710.20636
28.393425,710.20636
28.421896,711.153
28.434097,711.153
28.462143,711.32776
28.472261,711.32776
28.503113,711.4585
28.513607,711.4585
28.542358,712.0216
28.55204,712.0216
28.58125,710.7537
28.591442,710.7537
28.621656,710.46075
28.636517,710.46075
28.662434,710.7224
28.671925,710.7224
